510369001610,VA-126-1260040,5103690,VA-126,KG,05,A. R. WARE ELEM,STAUNTON CITY PBLC SCHS,330 Grubert Avenue,Staunton,VA,24401,,(540)332-3938,No,No,Yes,Yes,390.00000,27.00000,14.4000000,–,–
510387001729,VA-093-0930090,5103870,VA-093,KG,05,A.S. RHODES ELEM,WARREN CO PBLC SCHS,224 W Strasburg Rd,Front Royal,VA,22630,,(540)635-4556,No,No,No,†,249.00000,17.11000,14.6000000,–,–
510180000725,VA-112-1120500,5101800,VA-112,PK,05,A.W.E. BASSETTE ELEM,HAMPTON CITY PBLC SCHS,671 Bell St,Hampton,VA,23661,,(757)727-1071,No,No,Yes,Yes,437.00000,27.00000,16.2000000,–,–
510381001645,VA-092-0921020,5103810,VA-092,PK,05,ABBS VALLEY-BOISSEVAIN ELEM,TAZEWELL CO PBLC SCHS,P. O. Box 69,Boissevain,VA,24606,0069,(276)945-5969,No,No,Yes,Yes,151.00000,9.00000,16.8000000,–,–
510180000726,VA-112-1120160,5101800,VA-112,PK,05,ABERDEEN ELEM,HAMPTON CITY PBLC SCHS,1424 Aberdeen Rd,Hampton,VA,23666,,(757)825-4624,No,No,Yes,Yes,443.00000,28.00000,15.8000000,–,–
510162000677,VA-036-0360250,5101620,VA-036,PK,05,ABINGDON ELEM,GLOUCESTER CO PBLC SCHS,7087 Powhatan Drive,Hayes,VA,23072,,(804)642-9885,No,No,Yes,Yes,536.00000,38.00000,14.1000000,–,–
510390001735,VA-094-0941080,5103900,VA-094,PK,05,ABINGDON ELEM,WASHINGTON CO PBLC SCHS,19431 Woodland Hills Rd,Abingdon,VA,24210,,(276)739-3400,No,No,Yes,No,428.00000,33.30000,12.9000000,–,–
510027000081,VA-007-0070350,5100270,VA-007,PK,05,ABINGDON ELEM,ARLINGTON CO PBLC SCHS,3035 S Abingdon St,Arlington,VA,22206,,(703)228-6650,No,No,Yes,Yes,712.00000,49.66000,14.3000000,–,–
510390001736,VA-094-0941030,5103900,VA-094,09,12,ABINGDON HIGH,WASHINGTON CO PBLC SCHS,705 Thompson Dr,Abingdon,VA,24210,,(276)739-3200,No,No,No,†,876.00000,58.32000,15.0000000,–,–
510225003075,VA-053-0531090,5102250,VA-053,†,†,ACADEMIES OF LOUDOUN,LOUDOUN CO PBLC SCHS,42075 LOUDOUN ACADEMY DRIVE,LEESBURG,VA,20175,,(571)252-1980,No,No,No,†,†,–,†,†,†
510084002983,VA-021-0210930,5100840,VA-021,UG,UG,ACADEMY 360,CHESTERFIELD CO PBLC SCHS,13900 Hull Street Road,Midlothian,VA,23112,,(804)768-6165,No,No,No,†,0.00000,–,†,–,–
510189000805,VA-043-0430040,5101890,VA-043,UG,UG,ACADEMY AT VIRGINIA RANDOLPH,HENRICO CO PBLC SCHS,2204 Mountain Rd,Glen Allen,VA,23060,,(804)261-5085,No,No,No,†,0.00000,–,†,–,–
510267003018,VA-118-1180185,5102670,VA-118,03,08,ACADEMY FOR DISCOVERY AT LAKEWOOD,NORFOLK CITY PBLC SCHS,1701 Alsace Ave,Norfolk,VA,23509,,(757)628-2477,No,No,No,†,738.00000,54.57000,13.5000000,–,–
510006001737,VA-001-0010701,5100060,VA-001,PK,05,ACCAWMACKE ELEM,ACCOMACK CO PBLC SCHS,P.O. Box 389,Accomac,VA,23301,,(757)787-8013,No,No,Yes,Yes,458.00000,24.83000,18.4000000,–,–
510264002343,VA-117-1171404,5102640,VA-117,PK,05,ACHIEVABLE DREAM ACADEMY,NEWPORT NEWS CITY PBLC SCHS,726 16th St.,Newport News,VA,23607,,(757)928-6827,No,Yes,Yes,Yes,614.00000,40.00000,15.4000000,–,–
510264002344,VA-117-1171405,5102640,VA-117,06,12,ACHIEVABLE DREAM MIDDLE/HIGH,NEWPORT NEWS CITY PBLC SCHS,5720 Marshall Ave.,Newport News,VA,23605,,(757)283-7820,No,Yes,No,†,513.00000,33.00000,15.5000000,–,–
510126002674,VA-029-0292244,5101260,VA-029,UG,UG,ACHIEVEMENT INTEGRITY AND MATURITY,FAIRFAX CO PBLC SCHS,c/o Kathryn Salerno,Alexandria,VA,22306,,(703)660-2064,No,No,No,†,0.00000,–,†,–,–
510162000678,VA-036-0360240,5101620,VA-036,PK,05,ACHILLES ELEM,GLOUCESTER CO PBLC SCHS,9306 Guinea Road,Hayes,VA,23072,,(804)642-9140,No,No,Yes,Yes,377.00000,27.00000,14.0000000,–,–
510212002151,VA-050-0500180,5102120,VA-050,03,05,ACQUINTON ELEM,KING WILLIAM CO PBLC SCHS,18550 King William Road,King William,VA,23086,,(804)769-3434,No,No,No,†,432.00000,33.79000,12.8000000,–,–
510189000813,VA-043-0430660,5101890,VA-043,PK,05,ADAMS ELEM,HENRICO CO PBLC SCHS,600 S Laburnum Ave,Richmond,VA,23223,,(804)226-8745,No,No,Yes,Yes,434.00000,27.00000,16.1000000,–,–
510147002437,VA-034-0340586,5101470,VA-034,06,08,ADMIRAL RICHARD E. BYRD MIDDLE,FREDERICK CO PBLC SCHS,134 Rosa Lane,Winchester,VA,22602,,(540)662-0500,No,No,No,†,1006.00000,72.81000,13.8000000,–,–
510111002467,VA-108-1081378,5101110,VA-108,UG,UG,ADULT & CAREER EDUCATION CTR,DANVILLE CITY PBLC SCHS,141 Goode Street,Danville,VA,24541,,(434)799-6471,No,No,No,†,0.00000,–,†,–,–
510189000537,VA-043-0430460,5101890,VA-043,UG,UG,ADULT EDUCATION CENTER,HENRICO CO PBLC SCHS,201 East Nine Mile Road,Highland Springs,VA,23075,,(804)328-4095,No,No,No,†,0.00000,–,†,–,–
510384000684,VA-128-1281042,5103840,VA-128,UG,UG,ADULT LEARNING CTR.,VA BEACH CITY PBLC SCHS,5100 Cleveland Street,Virginia Beach,VA,23462,,(757)648-6050,No,No,No,†,0.00000,–,†,–,–
510189000807,VA-043-0430671,5101890,VA-043,UG,UG,ADVANCED CAREER EDUCATION CENTER AT HERMITAGE,HENRICO CO PBLC SCHS,8301 Hungary Spring Rd,Richmond,VA,23228,,(804)756-3020,No,Yes,No,†,0.00000,–,†,–,–
510189000810,VA-043-0430191,5101890,VA-043,UG,UG,ADVANCED CAREER EDUCATION CENTER AT HIGHLAND SPRINGS,HENRICO CO PBLC SCHS,100 Tech Drive,Highland Springs,VA,23075,,(804)328-4075,No,Yes,No,†,0.00000,–,†,–,–
510384002430,VA-128-1281048,5103840,VA-128,UG,UG,ADVANCED TECHNOLOGY CTR.,VA BEACH CITY PBLC SCHS,1800 College Crescent,Virginia Beach,VA,23453,,(757)648-5800,No,No,No,†,0.00000,–,†,–,–
510009000002,VA-002-0020160,5100090,VA-002,PK,05,AGNOR-HURT ELEM,ALBEMARLE CO PBLC SCHS,3201 Berkmar Drive,Charlottesville,VA,22901,1475,(434)973-5211,No,No,Yes,No,432.00000,38.51000,11.2000000,–,–
510384001671,VA-128-1280590,5103840,VA-128,PK,05,ALANTON ELEM,VA BEACH CITY PBLC SCHS,1441 Stephens Rd,Virginia Beach,VA,23454,,(757)648-2000,No,No,No,†,663.00000,41.60000,15.9000000,–,–
510009000015,VA-002-0020880,5100090,VA-002,09,12,ALBEMARLE HIGH,ALBEMARLE CO PBLC SCHS,2775 Hydraulic Road,Charlottesville,VA,22901,8917,(434)975-9300,No,Yes,No,†,1887.00000,149.29000,12.6000000,–,–
510240002616,VA-116-1160222,5102400,VA-116,KG,05,ALBERT HARRIS ELEMENTARY,MARTINSVILLE CITY PBLC SCHS,710 Smith Road,Martinsville,VA,24112,,(276)403-5838,No,No,Yes,Yes,428.00000,31.87000,13.4000000,–,–
510324001351,VA-123-1230030,5103240,VA-123,06,08,ALBERT HILL MIDDLE,RICHMOND CITY PBLC SCHS,3400 Patterson Ave,Richmond,VA,23221,2399,(804)780-6107,No,No,Yes,Yes,509.00000,46.42000,11.0000000,–,–
510084000462,VA-021-0210861,5100840,VA-021,PK,05,ALBERTA SMITH ELEM,CHESTERFIELD CO PBLC SCHS,13200 Bailey Bridge Rd,Midlothian,VA,23112,1708,(804)739-6295,No,No,No,†,600.00000,42.86000,14.0000000,–,–
510126001103,VA-029-0292212,5101260,VA-029,UG,UG,ALC AT BRYANT,FAIRFAX CO PBLC SCHS,2709 Popkins Ln,Alexandria,VA,22306,,(703)660-2101,No,No,No,†,0.00000,–,†,–,–
510126002862,VA-029-0292352,5101260,VA-029,UG,UG,ALC AT BURKE,FAIRFAX CO PBLC SCHS,Burke School,Burke,VA,20115,,(703)426-7300,No,No,No,†,0.00000,–,†,–,–
510126002790,VA-029-0292246,5101260,VA-029,UG,UG,ALC AT MONTROSE,FAIRFAX CO PBLC SCHS,6525 Montrose St,Alexandria,VA,22312,,(703)658-5800,No,No,No,†,0.00000,–,†,–,–
510126001106,VA-029-0292213,5101260,VA-029,UG,UG,ALC AT MOUNTAIN VIEW,FAIRFAX CO PBLC SCHS,5775 Spindle Ct,Centreville,VA,20121,,(571)522-6840,No,No,No,†,0.00000,–,†,–,–
510225000908,VA-053-0530510,5102250,VA-053,PK,05,ALDIE ELEM,LOUDOUN CO PBLC SCHS,23269 Meetinghouse Ln,Aldie,VA,20105,,(703)957-4380,No,No,No,†,109.00000,8.00000,13.6000000,–,–
510126000767,VA-029-0292203,5101260,VA-029,PK,06,ALDRIN ELEM,FAIRFAX CO PBLC SCHS,11375 Center Harbor Rd,Reston,VA,20194,2061,(703)904-3800,No,No,No,†,555.00000,48.75000,11.4000000,–,–
510180000727,VA-112-1120260,5101800,VA-112,KG,05,ALFRED S. FORREST ELEM,HAMPTON CITY PBLC SCHS,1406 Todds Ln,Hampton,VA,23666,,(757)825-4627,No,No,Yes,Yes,443.00000,28.00000,15.8000000,–,–
510225002153,VA-053-0530150,5102250,VA-053,PK,05,ALGONKIAN ELEM,LOUDOUN CO PBLC SCHS,20196 Carter Court,Sterling,VA,20165,,(571)434-3240,No,No,No,†,444.00000,34.50000,12.9000000,–,–
510027000094,VA-007-0070160,5100270,VA-007,PK,05,ALICE WEST FLEET ELEMENTARY,ARLINGTON CO PBLC SCHS,115 S Old Glebe Road,Arlington,VA,22204,,(703)228-5820,No,No,No,†,623.00000,46.00000,13.5000000,–,–
510015201883,VA-003-0030310,5100152,VA-003,09,12,ALLEGHANY HIGH,ALLEGHANY CO PBLC SCHS,210 Mountaineer Drive,Covington,VA,24426,,(540)863-1700,No,No,No,†,619.00000,44.67000,13.9000000,–,–
510060000219,VA-016-0160560,5100600,VA-016,PK,05,ALTAVISTA ELEM,CAMPBELL CO PBLC SCHS,1003 Lynch Mill Rd,Altavista,VA,24517,1028,(434)369-5665,No,No,Yes,Yes,495.00000,24.00000,20.6000000,–,–
510060000220,VA-016-0160200,5100600,VA-016,06,12,ALTAVISTA HIGH,CAMPBELL CO PBLC SCHS,904 Bedford Avenue,Altavista,VA,24517,,(434)369-4768,No,No,No,†,672.00000,50.81000,13.2000000,–,–
510007802353,VA-407-4070407,5100078,VA-407,UG,UG,ALTERN ED PRGM/BEHAV DISORD YOUTH/MONTGOMERY,ALT ED PRGM/BEHAV DISORD YOUTH/MONTGOMERY,C/O Montgomery Co Public Schls,Christiansburg,VA,24073,,(540)381-6116,No,No,No,†,0.00000,–,†,–,–
510171002439,VA-039-0390282,5101710,VA-039,UG,UG,ALTERNATIVE EDUCATION CENTER,GREENE CO PBLC SCHS,254 Monroe Drive,Stanardsville,VA,22973,,(434)939-9004,No,No,No,†,0.00000,–,†,–,–
510246002453,VA-058-0581121,5102460,VA-058,UG,UG,ALTERNATIVE EDUCATION CENTER,MECKLENBURG CO PBLC SCHS,6825 Skipwith Road,Skipwith,VA,23968,,(434)738-6111,No,No,No,†,0.00000,–,†,–,–
510132002186,VA-030-0300703,5101320,VA-030,UG,UG,ALTERNATIVE EDUCATION CTR.,FAUQUIER CO PBLC SCHS,4484 Catlett Road,Midland,VA,22728,,(540)422-7390,No,No,No,†,0.00000,–,†,–,–
510333003080,VA-080-0800780,5103330,VA-080,UG,UG,ALTERNATIVE SECONDARY TRANSITION EDUCATIONAL PROGRAM,ROANOKE CO PBLC SCHS,5937 COVE ROAD,ROANOKE,VA,24019,,(540)562-3700,No,No,No,†,0.00000,–,†,–,–
510018000062,VA-004-0040220,5100180,VA-004,PK,05,AMELIA COUNTY ELEM,AMELIA CO PBLC SCHS,8533 N Five Forks Rd,Amelia Court House,VA,23002,,(804)561-2433,No,No,Yes,Yes,751.00000,44.00000,17.1000000,–,–
510018001828,VA-004-0040010,5100180,VA-004,09,12,AMELIA COUNTY HIGH,AMELIA CO PBLC SCHS,8500 Otterburn Rd,Amelia Court House,VA,23002,,(804)561-2101,No,No,No,†,496.00000,37.01000,13.4000000,–,–
510018000063,VA-004-0040210,5100180,VA-004,06,08,AMELIA COUNTY MIDDLE,AMELIA CO PBLC SCHS,8740 Otterburn Road,Amelia,VA,23002,,(804)561-4422,No,No,No,†,380.00000,30.58000,12.4000000,–,–
510324001352,VA-123-1230750,5103240,VA-123,PK,12,AMELIA STREET SP. ED.,RICHMOND CITY PBLC SCHS,1821 Amelia St,Richmond,VA,23220,6696,(804)780-6275,No,No,Yes,Yes,33.00000,3.00000,11.0000000,–,–
510001302026,VA-311-3110380,5100013,VA-311,UG,UG,AMELIA-NOTTOWAY VOC CTR,AMELIA-NOTTOWAY VOC CTR,148 Vo-Tech Road,Jetersville,VA,23083,,(434)645-7854,No,No,No,†,0.00000,–,†,–,–
510021000064,VA-005-0050780,5100210,VA-005,PK,05,AMELON ELEM,AMHERST CO PBLC SCHS,132 Amer Court,Madison Heights,VA,24572,,(434)528-6498,No,No,Yes,Yes,416.00000,23.00000,18.1000000,–,–
510021000065,VA-005-0050750,5100210,VA-005,09,12,AMHERST COUNTY HIGH,AMHERST CO PBLC SCHS,139 Lancer Lane,Amherst,VA,24521,,(434)946-2898,No,No,No,†,1195.00000,65.77000,18.2000000,–,–
510021000067,VA-005-0050790,5100210,VA-005,PK,05,AMHERST ELEM,AMHERST CO PBLC SCHS,156 Davis St,Amherst,VA,24521,,(434)946-9704,No,No,Yes,Yes,261.00000,14.00000,18.6000000,–,–
510021000066,VA-005-0050670,5100210,VA-005,06,08,AMHERST MIDDLE,AMHERST CO PBLC SCHS,165 Gordons Fairground Rd,Amherst,VA,24521,,(434)946-0691,No,No,No,†,408.00000,24.46000,16.7000000,–,–
510366001978,VA-089-0890040,5103660,VA-089,06,08,ANDREW G. WRIGHT MIDDLE,STAFFORD CO PBLC SCHS,100 Wood Dr,Stafford,VA,22556,,(540)658-6240,No,No,No,†,907.00000,56.23000,16.1000000,–,–
510346002045,VA-139-1390100,5103460,VA-139,06,08,ANDREW LEWIS MIDDLE,SALEM CITY PBLC SCHS,616 South College Ave,Salem,VA,24153,5090,(540)387-2513,No,No,No,†,927.00000,63.53000,14.6000000,–,–
510126000423,VA-029-0290660,5101260,VA-029,09,12,ANNANDALE HIGH,FAIRFAX CO PBLC SCHS,4700 Medford Dr,Annandale,VA,22003,,(703)642-4100,No,No,No,†,2233.00000,171.12000,13.0000000,–,–
510126000424,VA-029-0291360,5101260,VA-029,PK,05,ANNANDALE TERRACE ELEM,FAIRFAX CO PBLC SCHS,7604 Herald St,Annandale,VA,22003,,(703)658-5600,No,No,Yes,Yes,630.00000,54.58000,11.5000000,–,–
510366001594,VA-089-0890260,5103660,VA-089,PK,05,ANNE E. MONCURE ELEM,STAFFORD CO PBLC SCHS,75 Moncure Lane,Stafford,VA,22556,,(540)658-6300,No,No,Yes,No,843.00000,44.00000,19.2000000,–,–
510366002601,VA-089-0890433,5103660,VA-089,KG,05,ANTHONY BURNS ELEM,STAFFORD CO PBLC SCHS,60 Gallery Road,Stafford,VA,22554,,(540)658-6000,No,No,Yes,No,681.00000,45.00000,15.1000000,–,–
510313002199,VA-075-0750760,5103130,VA-075,PK,05,ANTIETAM ELEM,PRINCE WILLIAM CO PBLC SCHS,12000 Antietam Rd,Woodbridge,VA,22192,,(703)497-7619,No,Yes,No,†,789.00000,49.34000,16.0000000,–,–
510147000646,VA-034-0340010,5101470,VA-034,PK,05,APPLE PIE RIDGE ELEM,FREDERICK CO PBLC SCHS,349 Apple Pie Ridge Rd,Winchester,VA,22603,,(540)662-4781,No,No,Yes,Yes,433.00000,33.50000,12.9000000,–,–
510024000076,VA-006-0060260,5100240,VA-006,09,12,APPOMATTOX COUNTY HIGH,APPOMATTOX CO PBLC SCHS,198 Evergreen Avenue,Appomattox,VA,24522,,(434)352-7146,No,No,No,†,679.00000,49.43000,13.7000000,–,–
510024000077,VA-006-0060110,5100240,VA-006,03,05,APPOMATTOX ELEM,APPOMATTOX CO PBLC SCHS,176 Kids Place,Appomattox,VA,24522,,(434)352-7463,No,No,Yes,Yes,500.00000,32.00000,15.6000000,–,–
510024000078,VA-006-0060160,5100240,VA-006,06,08,APPOMATTOX MIDDLE,APPOMATTOX CO PBLC SCHS,2020 Church St,Appomattox,VA,24522,,(434)352-8257,No,No,No,†,530.00000,38.24000,13.9000000,–,–
510024000079,VA-006-0060250,5100240,VA-006,PK,02,APPOMATTOX PRIMARY,APPOMATTOX CO PBLC SCHS,185 Learning Lane,Appomattox,VA,24522,,(434)352-5766,No,No,Yes,Yes,563.00000,35.00000,16.1000000,–,–
510003201932,VA-267-2670010,5100032,VA-267,UG,UG,APPOMATTOX REGIONAL GOV. SCH.,APPOMATTOX REGIONAL GOV SCH,512 W Washington St,Petersburg,VA,23803,,(804)722-0200,No,Yes,No,†,0.00000,–,†,–,–
510006002028,VA-001-0010540,5100060,VA-001,09,12,ARCADIA HIGH,ACCOMACK CO PBLC SCHS,PO Box 69,Oak Hall,VA,23416,0069,(757)824-5613,No,No,No,†,687.00000,42.08000,16.3000000,–,–
510006002434,VA-001-0010704,5100060,VA-001,06,08,ARCADIA MIDDLE,ACCOMACK CO PBLC SCHS,P. O. Box 220,Oak Hall,VA,23416,,(757)824-4862,No,No,Yes,Yes,545.00000,33.46000,16.3000000,–,–
510225002762,VA-053-0530610,5102250,VA-053,PK,05,ARCOLA ELEM,LOUDOUN CO PBLC SCHS,41740 Tall Cedars Parkway,Aldie,VA,20105,,(703)957-4390,No,No,No,†,990.00000,53.00000,18.7000000,–,–
510027002875,VA-007-0070618,5100270,VA-007,09,12,ARLINGTON COMMUNITY HIGH,ARLINGTON CO PBLC SCHS,800 S. Walter Reed Dr,Arlington,VA,22204,,(703)228-5350,No,No,No,†,171.00000,15.78000,10.8000000,–,–
510027001067,VA-007-0070613,5100270,VA-007,PK,05,ARLINGTON SCIENCE FOCUS,ARLINGTON CO PBLC SCHS,1501 N. Lincoln Street,Arlington,VA,22201,,(703)228-7670,No,Yes,No,†,643.00000,44.54000,14.4000000,–,–
510027000104,VA-007-0070470,5100270,VA-007,PK,05,ARLINGTON TRADITIONAL,ARLINGTON CO PBLC SCHS,855 N. Edison St,Arlington,VA,22205,,(703)228-6290,No,Yes,No,†,615.00000,33.33000,18.5000000,–,–
510147000091,VA-034-0340320,5101470,VA-034,PK,05,ARMEL ELEM,FREDERICK CO PBLC SCHS,2239 Front Royal Pike,Winchester,VA,22602,,(540)869-1657,No,No,No,†,608.00000,39.83000,15.3000000,–,–
510126002058,VA-029-0291530,5101260,VA-029,PK,06,ARMSTRONG ELEM,FAIRFAX CO PBLC SCHS,11900 Lake Newport Rd,Reston,VA,20194,1500,(703)375-4800,No,No,No,†,360.00000,35.75000,10.1000000,–,–
510180000728,VA-112-1120120,5101800,VA-112,KG,05,ARMSTRONG ELEM,HAMPTON CITY PBLC SCHS,3401 Matoaka Rd,Hampton,VA,23661,,(757)727-1067,No,No,No,†,265.00000,16.00000,16.6000000,–,–
510324002082,VA-123-1230850,5103240,VA-123,09,12,ARMSTRONG HIGH,RICHMOND CITY PBLC SCHS,2300 Cool Lane,Richmond,VA,23223,4196,(804)780-4449,No,No,Yes,Yes,771.00000,52.97000,14.6000000,–,–
510384001673,VA-128-1280550,5103840,VA-128,PK,05,ARROWHEAD ELEM,VA BEACH CITY PBLC SCHS,5549 Susquehanna Dr,Virginia Beach,VA,23462,4034,(757)648-2040,No,No,No,†,536.00000,39.00000,13.7000000,–,–
510189000869,VA-043-0430320,5101890,VA-043,PK,05,ARTHUR ASHE JR. ELEM,HENRICO CO PBLC SCHS,1001 Cedar Fork Road,Richmond,VA,23223,,(804)343-6550,No,No,Yes,Yes,489.00000,28.00000,17.5000000,–,–
510225000134,VA-053-0530170,5102250,VA-053,PK,05,ASHBURN ELEM,LOUDOUN CO PBLC SCHS,44062 Fincastle Dr,Ashburn,VA,20147,,(571)252-2350,No,No,No,†,517.00000,41.08000,12.6000000,–,–
510351001542,VA-085-0850820,5103510,VA-085,PK,04,ASHBY LEE ELEM,SHENANDOAH CO PBLC SCHS,480 Stonewall Lane,Quicksburg,VA,22847,1422,(540)477-2927,No,No,Yes,Yes,583.00000,35.99000,16.2000000,–,–
510313002302,VA-075-0750200,5103130,VA-075,PK,05,ASHLAND ELEM,PRINCE WILLIAM CO PBLC SCHS,15300 Bowmans Folly Dr.,Manassas,VA,20112,,(703)583-8774,No,No,No,†,798.00000,43.34000,18.4000000,–,–
510027000082,VA-007-0070490,5100270,VA-007,PK,05,ASHLAWN ELEM,ARLINGTON CO PBLC SCHS,5950 N. 8th Road,Arlington,VA,22205,,(703)228-5270,No,No,No,†,600.00000,46.92000,12.8000000,–,–
510324003020,VA-123-1230823,5103240,VA-123,UG,UG,ASPIRE ACADEMY,RICHMOND CITY PBLC SCHS,2020 Westwood Ave,Richmond,VA,23230,,(804)780-7911,No,No,No,†,0.00000,–,†,–,–
510352001556,VA-086-0860290,5103520,VA-086,PK,05,ATKINS ELEM,SMYTH CO PBLC SCHS,5903 Lee Hwy,Atkins,VA,24311,,(276)783-3366,No,No,Yes,Yes,186.00000,14.21000,13.1000000,–,–
510183000114,VA-042-0420062,5101830,VA-042,09,12,ATLEE HIGH,HANOVER CO PBLC SCHS,9414 Atlee Station Road,Mechanicsville,VA,23116,,(804)723-2100,No,No,No,†,1540.00000,73.09000,21.1000000,–,–
510252001859,VA-060-0600902,5102520,VA-060,PK,05,AUBURN ELEM,MONTGOMERY CO PBLC SCHS,1760 AUBURN SCHOOL DR.,Riner,VA,24149,,(540)381-6521,No,No,Yes,Yes,568.00000,38.13000,14.9000000,–,–
510252001013,VA-060-0600650,5102520,VA-060,09,12,AUBURN HIGH,MONTGOMERY CO PBLC SCHS,1650 AUBURN SCHOOL DR,Riner,VA,24149,,(540)382-5160,No,No,No,†,386.00000,30.59000,12.6000000,–,–
510252001916,VA-060-0600903,5102520,VA-060,06,08,AUBURN MIDDLE,MONTGOMERY CO PBLC SCHS,4163 Riner Rd,Riner,VA,24149,,(540)382-5165,No,No,No,†,286.00000,29.05000,9.8000000,–,–
510132002409,VA-030-0300854,5101320,VA-030,06,08,AUBURN MIDDLE,FAUQUIER CO PBLC SCHS,7270 Riley Rd.,Warrenton,VA,20187,,(540)428-3750,No,No,No,†,516.00000,43.49000,11.9000000,–,–
510192002839,VA-044-0440361,5101920,VA-044,PK,05,AXTON ELEM,HENRY CO PBLC SCHS,1500 Axton School Road,Axton,VA,24054,,(276)650-1193,No,No,Yes,Yes,382.00000,25.67000,14.9000000,–,–
510267001078,VA-118-1180760,5102670,VA-118,06,08,AZALEA MIDDLE,NORFOLK CITY PBLC SCHS,7721 Azalea Garden Rd,Norfolk,VA,23518,,(757)531-3000,No,No,No,†,879.00000,63.84000,13.8000000,–,–
510081000280,VA-136-1360630,5100810,VA-136,PK,02,B M WILLIAMS PRIMARY,CHESAPEAKE CITY PBLC SCHS,1100 Battlefield Blvd N,Chesapeake,VA,23320,,(757)547-0238,No,No,Yes,Yes,808.00000,65.01000,12.4000000,–,–
510264001040,VA-117-1171250,5102640,VA-117,PK,05,B.C. CHARLES ELEM,NEWPORT NEWS CITY PBLC SCHS,701 Menchville Road,Newport News,VA,23602,,(757)886-7750,No,No,No,†,379.00000,26.00000,14.6000000,–,–
510264001041,VA-117-1170110,5102640,VA-117,06,08,B.T. WASHINGTON MIDDLE,NEWPORT NEWS CITY PBLC SCHS,3700 Chestnut Ave,Newport News,VA,23607,,(757)928-6860,No,Yes,No,†,435.00000,27.35000,15.9000000,–,–
510333001442,VA-080-0800420,5103330,VA-080,PK,05,BACK CREEK ELEM,ROANOKE CO PBLC SCHS,7130 Bent Mountain Rd,Roanoke,VA,24018,,(540)772-7565,No,No,No,†,262.00000,23.52000,11.1000000,–,–
510075000262,VA-020-0200470,5100750,VA-020,PK,05,BACON DISTRICT ELEM,CHARLOTTE CO PBLC SCHS,840 Bacon School Rd,Saxe,VA,23967,,(434)735-8612,No,No,Yes,Yes,152.00000,15.00000,10.1000000,–,–
510006001988,VA-001-0010541,5100060,VA-001,UG,UG,BADGER VOC ED CTR - NORTH,ACCOMACK CO PBLC SCHS,PO Box 69,Oak Hall,VA,23416,0069,(757)824-5613,No,No,No,†,0.00000,–,†,–,–
510006002004,VA-001-0010071,5100060,VA-001,UG,UG,BADGER VOC ED CTR - SOUTH,ACCOMACK CO PBLC SCHS,P.O. Box 302,Onley,VA,23418,,(757)787-4522,No,No,No,†,0.00000,–,†,–,–
510084000053,VA-021-0210631,5100840,VA-021,06,08,BAILEY BRIDGE MIDDLE,CHESTERFIELD CO PBLC SCHS,12501 Bailey Bridge Rd,Midlothian,VA,23112,1803,(804)739-6200,No,No,No,†,1528.00000,102.38000,14.9000000,–,–
